5604.54296875,256062.078125,60638.5078125,143987408,143994704,10636.03125,143998384,143997248
5605.4814453125,256069.921875,60652.32421875,143987408,143994720,10638.7470703125,143998400,143997248
5607.4931640625,256076,60666.03515625,143987408,143994720,10641.1611328125,143998400,143997232
5614.1318359375,256022.484375,60672.7734375,143987408,143994720,10645.2177734375,143998400,143997248
5620.30078125,255969.703125,60676.83203125,143987424,143994736,10657.6904296875,143998400,143997280
5627.0732421875,255907.984375,60683.60546875,143987456,143994752,10673.68359375,143998416,143997296
5635.623046875,255852.59375,60692.3203125,143987472,143994768,10692.32421875,143998416,143997312
5648.6650390625,255775.25,60698.2578125,143987488,143994784,10714.453125,143998432,143997344
5666.6025390625,255680.84375,60700.9375,143987520,143994816,10744.125,143998448,143997376
5686.7861328125,255611.46875,60708.91796875,143987552,143994832,10772.6904296875,143998464,143997392
5703.8515625,255575.0625,60724.30859375,143987584,143994864,10803.06640625,143998496,143997408
5715.82080078125,255582.703125,60747.54296875,143987600,143994896,10828.345703125,143998512,143997424
5725.5439453125,255631.15625,60776.0390625,143987600,143994896,10842.193359375,143998528,143997424
5736.0380859375,255667.921875,60800.1796875,143987600,143994912,10844.23828125,143998528,143997408
5743.615234375,255705.8125,60823.78515625,143987600,143994912,10847.087890625,143998544,143997408
5752.869140625,255727.78125,60843.69921875,143987600,143994912,10855.2685546875,143998544,143997408
5755.28271484375,255774.140625,60867.671875,143987600,143994912,10851.9833984375,143998560,143997392
5755.4169921875,255811.6875,60891.41015625,143987584,143994912,10837.3310546875,143998560,143997392
5756.65771484375,255800.734375,60907.06640625,143987584,143994896,10830.32421875,143998560,143997376
5761.150390625,255757.953125,60915.8828125,143987584,143994896,10831.4306640625,143998560,143997392
5761.75390625,255742.96875,60926.74609375,143987584,143994896,10832.3359375,143998560,143997408
5764.3017578125,255744.171875,60941.734375,143987600,143994896,10835.6884765625,143998576,143997408
5761.3515625,255784.96875,60961.8515625,143987584,143994896,10835.990234375,143998576,143997408
5759.17236328125,255804.078125,60980.4921875,143987568,143994896,10832.302734375,143998576,143997392
5756.12109375,255815.65625,60994.7421875,143987568,143994896,10826.4345703125,143998576,143997392
5753.33837890625,255833.71875,61007.75,143987568,143994880,10820.66796875,143998576,143997376
5748.61083984375,255865.78125,61021.39453125,143987552,143994880,10814.7001953125,143998576,143997360
5740.966796875,255903.734375,61034.60546875,143987536,143994864,10805.6142578125,143998576,143997344
5736.10498046875,255919.65625,61043.2890625,143987536,143994864,10795.9248046875,143998576,143997344
5729.33251953125,255942.953125,61052.77734375,143987520,143994848,10785.6318359375,143998576,143997328
5719.94482421875,255988.21875,61063.640625,143987520,143994832,10773.4951171875,143998576,143997312
5709.0146484375,256054.375,61078.05859375,143987488,143994816,10758.5419921875,143998560,143997296
