143991504,250620.484375,75378.9609375,143986320,143991952,7657.90771484375,5967.7138671875,143990160
143991488,250629.4375,75395.5546875,143986304,143991952,7662.0986328125,5969.22265625,143990144
143991504,250623.46875,75409.1640625,143986304,143991952,7660.52294921875,5969.96044921875,143990144
143991504,250609.046875,75420.1640625,143986320,143991952,7660.72412109375,5969.5244140625,143990144
143991504,250600.09375,75430.3203125,143986320,143991952,7662.3671875,5974.52001953125,143990144
143991504,250608.875,75442.2578125,143986320,143991952,7661.5625,5976.83349609375,143990160
143991504,250620.75,75456.140625,143986320,143991968,7664.3115234375,5975.056640625,143990144
143991504,250613.234375,75467,143986320,143991952,7667.02734375,5974.92236328125,143990144
143991504,250595.96875,75475.484375,143986336,143991968,7666.89306640625,5975.42529296875,143990144
143991504,250587.015625,75485.109375,143986336,143991968,7664.78125,5981.326171875,143990160
143991504,250599.5625,75498.953125,143986320,143991968,7666.2900390625,5984.00830078125,143990160
143991504,250613.078125,75513.7734375,143986320,143991968,7665.384765625,5984.142578125,143990160
143991504,250606.640625,75526.6484375,143986336,143991968,7661.83056640625,5984.91357421875,143990160
143991504,250590.546875,75537.5078125,143986336,143991968,7663.23876953125,5984.6455078125,143990160
143991504,250584.53125,75549.9140625,143986336,143991984,7669.20654296875,5982.60009765625,143990160
143991504,250597.640625,75564.3984375,143986336,143991984,7673.666015625,5983.974609375,143990160
143991504,250613.8125,75577.7109375,143986320,143991968,7672.52587890625,5985.21533203125,143990160
143991504,250607.40625,75589.34375,143986320,143991984,7669.81005859375,5983.740234375,143990160
143991504,250593.390625,75598.53125,143986336,143991984,7670.21240234375,5984.376953125,143990160
143991504,250591.71875,75607.984375,143986336,143991984,7672.92822265625,5987.2939453125,143990160
143991504,250608.34375,75620.2265625,143986336,143991968,7674.9736328125,5990.04345703125,143990160
143991504,250621.359375,75633.8671875,143986320,143991968,7673.0625,5991.015625,143990160
143991504,250615.1875,75644.96875,143986320,143991968,7673.1630859375,5989.40625,143990160
143991504,250600.59375,75654.5234375,143986320,143991984,7678.09130859375,5989.205078125,143990160
143991504,250598.390625,75664.75,143986320,143991984,7675.3759765625,5993.865234375,143990160
143991504,250614.046875,75677.21875,143986320,143991984,7668.20068359375,5996.279296875,143990160
143991504,250628.15625,75689.7578125,143986320,143991984,7663.33935546875,5996.71533203125,143990160
143991504,250621.3125,75699.6796875,143986320,143991984,7663.373046875,5997.92236328125,143990144
143991504,250608.109375,75707.6328125,143986320,143991984,7663.54052734375,5996.7822265625,143990160
